Location,Sex,Age,Total
S02001235,Male,"[17,70)",1326
S02001235,Female,"70+",463
S02001235,Male,"70+",428
S02001234,Female,"[0,17)",347
S02001234,Male,"[0,17)",322
S02001234,Female,"[17,70)",1256
S02001234,Male,"[17,70)",1160
S02001234,Female,"70+",309
S02001234,Male,"70+",287
S02001232,Female,"[0,17)",576
S02001232,Male,"[0,17)",532
S02001232,Female,"[17,70)",1823
S02001232,Male,"[17,70)",1683
S02001232,Female,"70+",513
S02001232,Male,"70+",475
S02001006,Female,"[0,17)",511
S02001006,Male,"[0,17)",472
S02001006,Female,"[17,70)",1440
S02001006,Male,"[17,70)",1331
S02001006,Female,"70+",403
S02001006,Male,"70+",372
S02001005,Female,"[0,17)",349
S02001005,Male,"[0,17)",324
S02001005,Female,"[17,70)",1228
S02001005,Male,"[17,70)",1134
S02001005,Female,"70+",472
S02001005,Male,"70+",436
S02001111,Female,"[0,17)",858
S02001111,Male,"[0,17)",793
S02001111,Female,"[17,70)",2214
S02001111,Male,"[17,70)",2044
S02001111,Female,"70+",264
S02001111,Male,"70+",244
S02000803,Female,"[0,17)",322
S02000803,Male,"[0,17)",298
S02000803,Female,"[17,70)",1153
S02000803,Male,"[17,70)",1066
S02000803,Female,"70+",450
S02000803,Male,"70+",416
S02000147,Female,"[0,17)",268
S02000147,Male,"[0,17)",248
S02000147,Female,"[17,70)",1039
S02000147,Male,"[17,70)",960
S02000147,Female,"70+",390
S02000147,Male,"70+",360
S02000722,Female,"[0,17)",395
S02000722,Male,"[0,17)",365
S02000722,Female,"[17,70)",1464
S02000722,Male,"[17,70)",1352
S02000722,Female,"70+",538
S02000722,Male,"70+",497
S02000720,Female,"[0,17)",395
S02000720,Male,"[0,17)",366
S02000720,Female,"[17,70)",1522
S02000720,Male,"[17,70)",1405
S02000720,Female,"70+",565
S02000720,Male,"70+",522
S02000718,Female,"[0,17)",387
S02000718,Male,"[0,17)",358
S02000718,Female,"[17,70)",1451
S02000718,Male,"[17,70)",1341
S02000718,Female,"70+",531
S02000718,Male,"70+",491
S02000725,Female,"[0,17)",231
S02000725,Male,"[0,17)",214
S02000725,Female,"[17,70)",853
S02000725,Male,"[17,70)",789
S02000725,Female,"70+",309
S02000725,Male,"70+",286
S02000188,Female,"[0,17)",292
S02000188,Male,"[0,17)",271
S02000188,Female,"[17,70)",1097
S02000188,Male,"[17,70)",1013
S02000188,Female,"70+",302
S02000188,Male,"70+",280
S02000214,Female,"[0,17)",510
S02000214,Male,"[0,17)",472
S02000214,Female,"[17,70)",1845
S02000214,Male,"[17,70)",1704
S02000214,Female,"70+",594
S02000214,Male,"70+",550
S02000529,Female,"[0,17)",375
S02000529,Male,"[0,17)",348
S02000529,Female,"[17,70)",1358
S02000529,Male,"[17,70)",1254
S02000529,Female,"70+",406
S02000529,Male,"70+",375
S02000525,Female,"[0,17)",333
S02000525,Male,"[0,17)",309
S02000525,Female,"[17,70)",1067
S02000525,Male,"[17,70)",986
S02000525,Female,"70+",273
S02000525,Male,"70+",253
S02000443,Female,"[0,17)",381
S02000443,Male,"[0,17)",352
S02000443,Female,"[17,70)",1245
S02000443,Male,"[17,70)",1151
S02000443,Female,"70+",283
S02000443,Male,"70+",262
S02000192,Female,"[0,17)",321
S02000192,Male,"[0,17)",297
S02000192,Female,"[17,70)",1204
S02000192,Male,"[17,70)",1112
S02000192,Female,"70+",463
S02000192,Male,"70+",429
S02000536,Female,"[0,17)",265
S02000536,Male,"[0,17)",246
S02000536,Female,"[17,70)",890
S02000536,Male,"[17,70)",822
S02000536,Female,"70+",335
S02000536,Male,"70+",310
S02001070,Female,"[0,17)",459
S02001070,Male,"[0,17)",424
S02001070,Female,"[17,70)",1451
S02001070,Male,"[17,70)",1340
S02001070,Female,"70+",326
S02001070,Male,"70+",302
S02000983,Female,"[0,17)",254
S02000983,Male,"[0,17)",236
S02000983,Female,"[17,70)",914
S02000983,Male,"[17,70)",845
S02000983,Female,"70+",283
S02000983,Male,"70+",263
S02000194,Female,"[0,17)",444
S02000194,Male,"[0,17)",411
S02000194,Female,"[17,70)",1681
S02000194,Male,"[17,70)",1552
S02000194,Female,"70+",716
S02000194,Male,"70+",661
S02001177,Female,"[0,17)",155
S02001177,Male,"[0,17)",144
S02001177,Female,"[17,70)",1726
S02001177,Male,"[17,70)",1595
S02001177,Female,"70+",283
S02001177,Male,"70+",263
S02000202,Female,"[0,17)",330
S02000202,Male,"[0,17)",306
S02000202,Female,"[17,70)",2202
S02000202,Male,"[17,70)",2033
S02000202,Female,"70+",400
S02000202,Male,"70+",370
S02000144,Female,"[0,17)",263
S02000144,Male,"[0,17)",244
S02000144,Female,"[17,70)",968
S02000144,Male,"[17,70)",895
S02000144,Female,"70+",370
S02000144,Male,"70+",343
S02000092,Female,"[0,17)",795
S02000092,Male,"[0,17)",734
S02000092,Female,"[17,70)",2529
S02000092,Male,"[17,70)",2336
S02000092,Female,"70+",552
S02000092,Male,"70+",511
S02000356,Female,"[0,17)",246
S02000356,Male,"[0,17)",228
S02000356,Female,"[17,70)",1300
S02000356,Male,"[17,70)",1200
S02000356,Female,"70+",330
S02000356,Male,"70+",305
S02000409,Female,"[0,17)",320
S02000409,Male,"[0,17)",297
S02000409,Female,"[17,70)",2945
S02000409,Male,"[17,70)",2719
S02000409,Female,"70+",276
S02000409,Male,"70+",256
S02000830,Female,"[0,17)",252
S02000830,Male,"[0,17)",233
S02000830,Female,"[17,70)",1158
S02000830,Male,"[17,70)",1069
S02000830,Female,"70+",392
S02000830,Male,"70+",362
S02000831,Female,"[0,17)",387
S02000831,Male,"[0,17)",359
S02000831,Female,"[17,70)",1581
S02000831,Male,"[17,70)",1461
S02000831,Female,"70+",247
S02000831,Male,"70+",228
S02001151,Female,"[0,17)",303
S02001151,Male,"[0,17)",280
S02001151,Female,"[17,70)",1109
S02001151,Male,"[17,70)",1025
S02001151,Female,"70+",288
S02001151,Male,"70+",267
S02001119,Female,"[0,17)",241
S02001119,Male,"[0,17)",223
S02001119,Female,"[17,70)",912
S02001119,Male,"[17,70)",843
S02001119,Female,"70+",320
S02001119,Male,"70+",297
S02000178,Female,"[0,17)",416
S02000178,Male,"[0,17)",384
S02000178,Female,"[17,70)",1797
S02000178,Male,"[17,70)",1659
S02000178,Female,"70+",645
S02000178,Male,"70+",597
S02000783,Female,"[0,17)",473
S02000783,Male,"[0,17)",437
S02000783,Female,"[17,70)",1577
S02000783,Male,"[17,70)",1457
S02000783,Female,"70+",416
S02000783,Male,"70+",384
S02000191,Female,"[0,17)",219
S02000191,Male,"[0,17)",204
S02000191,Female,"[17,70)",893
S02000191,Male,"[17,70)",826
S02000191,Female,"70+",332
S02000191,Male,"70+",308
S02000323,Female,"[0,17)",358
S02000323,Male,"[0,17)",332
S02000323,Female,"[17,70)",987
S02000323,Male,"[17,70)",912
S02000323,Female,"70+",409
S02000323,Male,"70+",379
S02000121,Female,"[0,17)",250
S02000121,Male,"[0,17)",231
S02000121,Female,"[17,70)",971
S02000121,Male,"[17,70)",898
S02000121,Female,"70+",304
S02000121,Male,"70+",282
S02000974,Female,"[0,17)",524
S02000974,Male,"[0,17)",484
S02000974,Female,"[17,70)",1872
S02000974,Male,"[17,70)",1728
S02000974,Female,"70+",615
S02000974,Male,"70+",568
S02000100,Female,"[0,17)",358
S02000100,Male,"[0,17)",331
S02000100,Female,"[17,70)",1290
S02000100,Male,"[17,70)",1191
S02000100,Female,"70+",409
S02000100,Male,"70+",378
S02000164,Female,"[0,17)",288
S02000164,Male,"[0,17)",266
S02000164,Female,"[17,70)",1142
S02000164,Male,"[17,70)",1055
S02000164,Female,"70+",561
S02000164,Male,"70+",519
S02000442,Female,"[0,17)",601
S02000442,Male,"[0,17)",556
S02000442,Female,"[17,70)",1610
S02000442,Male,"[17,70)",1488
S02000442,Female,"70+",361
S02000442,Male,"70+",335
S02000374,Female,"[0,17)",242
S02000374,Male,"[0,17)",225
S02000374,Female,"[17,70)",2179
S02000374,Male,"[17,70)",2013
S02000374,Female,"70+",213
S02000374,Male,"70+",197
S02000371,Female,"[0,17)",253
S02000371,Male,"[0,17)",234
S02000371,Female,"[17,70)",2269
S02000371,Male,"[17,70)",2095
S02000371,Female,"70+",183
S02000371,Male,"70+",170
S02000562,Female,"[0,17)",296
S02000562,Male,"[0,17)",274
S02000562,Female,"[17,70)",1131
S02000562,Male,"[17,70)",1044
S02000562,Female,"70+",414
S02000562,Male,"70+",383
S02000704,Female,"[0,17)",408
S02000704,Male,"[0,17)",378
S02000704,Female,"[17,70)",1334
S02000704,Male,"[17,70)",1233
S02000704,Female,"70+",281
S02000704,Male,"70+",260
S02000700,Female,"[0,17)",214
S02000700,Male,"[0,17)",198
S02000700,Female,"[17,70)",926
S02000700,Male,"[17,70)",855
S02000700,Female,"70+",163
S02000700,Male,"70+",151
S02000025,Female,"[0,17)",471
S02000025,Male,"[0,17)",436
S02000025,Female,"[17,70)",1685
S02000025,Male,"[17,70)",1557
S02000025,Female,"70+",381
S02000025,Male,"70+",353
S02000239,Female,"[0,17)",304
S02000239,Male,"[0,17)",282
S02000239,Female,"[17,70)",1281
S02000239,Male,"[17,70)",1184
S02000239,Female,"70+",434
S02000239,Male,"70+",402
S02000235,Female,"[0,17)",477
S02000235,Male,"[0,17)",442
S02000235,Female,"[17,70)",1872
S02000235,Male,"[17,70)",1729
S02000235,Female,"70+",498
S02000235,Male,"70+",461
S02000612,Female,"[0,17)",515
S02000612,Male,"[0,17)",477
S02000612,Female,"[17,70)",2024
S02000612,Male,"[17,70)",1869
S02000612,Female,"70+",528
S02000612,Male,"70+",488
S02001061,Female,"[0,17)",446
S02001061,Male,"[0,17)",412
S02001061,Female,"[17,70)",1576
S02001061,Male,"[17,70)",1455
S02001061,Female,"70+",472
S02001061,Male,"70+",437
S02000799,Female,"[0,17)",445
S02000799,Male,"[0,17)",411
S02000799,Female,"[17,70)",1471
S02000799,Male,"[17,70)",1359
S02000799,Female,"70+",362
S02000799,Male,"70+",336
S02000379,Female,"[0,17)",214
S02000379,Male,"[0,17)",199
S02000379,Female,"[17,70)",2909
S02000379,Male,"[17,70)",2687
S02000379,Female,"70+",185
S02000379,Male,"70+",172
S02000050,Female,"[0,17)",617
S02000050,Male,"[0,17)",571
S02000050,Female,"[17,70)",1917
S02000050,Male,"[17,70)",1771
S02000050,Female,"70+",421
S02000050,Male,"70+",389
S02000048,Female,"[0,17)",420
S02000048,Male,"[0,17)",389
S02000048,Female,"[17,70)",1286
S02000048,Male,"[17,70)",1188
S02000048,Female,"70+",370
S02000048,Male,"70+",342
S02000313,Female,"[0,17)",777
S02000313,Male,"[0,17)",719
S02000313,Female,"[17,70)",2076
S02000313,Male,"[17,70)",1918
S02000313,Female,"70+",392
S02000313,Male,"70+",362
S02000049,Female,"[0,17)",433
S02000049,Male,"[0,17)",401
S02000049,Female,"[17,70)",1374
S02000049,Male,"[17,70)",1270
S02000049,Female,"70+",443
S02000049,Male,"70+",410
S02000311,Female,"[0,17)",631
S02000311,Male,"[0,17)",583
S02000311,Female,"[17,70)",1815
S02000311,Male,"[17,70)",1677
S02000311,Female,"70+",759
S02000311,Male,"70+",701
S02001033,Female,"[0,17)",512
S02001033,Male,"[0,17)",473
S02001033,Female,"[17,70)",1659
S02001033,Male,"[17,70)",1532
S02001033,Female,"70+",611
S02001033,Male,"70+",564
S02000160,Female,"[0,17)",279
S02000160,Male,"[0,17)",259
S02000160,Female,"[17,70)",904
S02000160,Male,"[17,70)",836
S02000160,Female,"70+",306
S02000160,Male,"70+",284
S02000205,Female,"[0,17)",396
S02000205,Male,"[0,17)",367
S02000205,Female,"[17,70)",1414
S02000205,Male,"[17,70)",1307
S02000205,Female,"70+",384
S02000205,Male,"70+",356
S02000360,Female,"[0,17)",372
S02000360,Male,"[0,17)",344
S02000360,Female,"[17,70)",1842
S02000360,Male,"[17,70)",1702
S02000360,Female,"70+",471
S02000360,Male,"70+",435
S02000467,Female,"[0,17)",412
S02000467,Male,"[0,17)",381
S02000467,Female,"[17,70)",1412
S02000467,Male,"[17,70)",1305
S02000467,Female,"70+",280
S02000467,Male,"70+",260
S02000326,Female,"[0,17)",445
S02000326,Male,"[0,17)",411
S02000326,Female,"[17,70)",1485
S02000326,Male,"[17,70)",1371
S02000326,Female,"70+",601
S02000326,Male,"70+",556
S02000598,Female,"[0,17)",299
S02000598,Male,"[0,17)",277
S02000598,Female,"[17,70)",1158
S02000598,Male,"[17,70)",1069
S02000598,Female,"70+",328
S02000598,Male,"70+",303
S02001106,Female,"[0,17)",326
S02001106,Male,"[0,17)",301
S02001106,Female,"[17,70)",1108
S02001106,Male,"[17,70)",1024
S02001106,Female,"70+",326
S02001106,Male,"70+",301
S02000541,Female,"[0,17)",211
S02000541,Male,"[0,17)",195
S02000541,Female,"[17,70)",848
S02000541,Male,"[17,70)",784
S02000541,Female,"70+",309
S02000541,Male,"70+",287
S02000546,Female,"[0,17)",333
S02000546,Male,"[0,17)",308
S02000546,Female,"[17,70)",1178
S02000546,Male,"[17,70)",1088
S02000546,Female,"70+",309
S02000546,Male,"70+",286
S02000547,Female,"[0,17)",450
S02000547,Male,"[0,17)",417
S02000547,Female,"[17,70)",1275
S02000547,Male,"[17,70)",1178
S02000547,Female,"70+",318
S02000547,Male,"70+",295
S02000543,Female,"[0,17)",244
S02000543,Male,"[0,17)",226
S02000543,Female,"[17,70)",733
S02000543,Male,"[17,70)",677
S02000543,Female,"70+",321
S02000543,Male,"70+",297
S02000145,Female,"[0,17)",243
S02000145,Male,"[0,17)",225
S02000145,Female,"[17,70)",974
S02000145,Male,"[17,70)",900
S02000145,Female,"70+",427
S02000145,Male,"70+",395
S02000196,Female,"[0,17)",278
S02000196,Male,"[0,17)",258
S02000196,Female,"[17,70)",1060
S02000196,Male,"[17,70)",980
S02000196,Female,"70+",492
S02000196,Male,"70+",455
S02000462,Female,"[0,17)",429
S02000462,Male,"[0,17)",396
S02000462,Female,"[17,70)",1602
S02000462,Male,"[17,70)",1480
S02000462,Female,"70+",420
S02000462,Male,"70+",389
S02000023,Female,"[0,17)",395
S02000023,Male,"[0,17)",366
S02000023,Female,"[17,70)",1658
S02000023,Male,"[17,70)",1531
S02000023,Female,"70+",406
S02000023,Male,"70+",375
S02000951,Female,"[0,17)",356
S02000951,Male,"[0,17)",329
S02000951,Female,"[17,70)",1125
S02000951,Male,"[17,70)",1039
S02000951,Female,"70+",407
S02000951,Male,"70+",377
S02000890,Female,"[0,17)",411
S02000890,Male,"[0,17)",381
S02000890,Female,"[17,70)",1497
S02000890,Male,"[17,70)",1382
S02000890,Female,"70+",333
S02000890,Male,"70+",308
S02000708,Female,"[0,17)",365
S02000708,Male,"[0,17)",338
S02000708,Female,"[17,70)",1138
S02000708,Male,"[17,70)",1052
S02000708,Female,"70+",327
S02000708,Male,"70+",302
S02000701,Female,"[0,17)",428
S02000701,Male,"[0,17)",396
S02000701,Female,"[17,70)",1422
S02000701,Male,"[17,70)",1313
S02000701,Female,"70+",375
S02000701,Male,"70+",347
S02000286,Female,"[0,17)",312
S02000286,Male,"[0,17)",288
S02000286,Female,"[17,70)",1343
S02000286,Male,"[17,70)",1241
S02000286,Female,"70+",433
S02000286,Male,"70+",401
S02000090,Female,"[0,17)",242
S02000090,Male,"[0,17)",224
S02000090,Female,"[17,70)",789
S02000090,Male,"[17,70)",729
S02000090,Female,"70+",341
S02000090,Male,"70+",316
S02000197,Female,"[0,17)",339
S02000197,Male,"[0,17)",313
S02000197,Female,"[17,70)",1245
S02000197,Male,"[17,70)",1151
S02000197,Female,"70+",567
S02000197,Male,"70+",525
S02000959,Female,"[0,17)",364
S02000959,Male,"[0,17)",337
S02000959,Female,"[17,70)",1491
S02000959,Male,"[17,70)",1377
S02000959,Female,"70+",380
S02000959,Male,"70+",352
S02000106,Female,"[0,17)",328
S02000106,Male,"[0,17)",304
S02000106,Female,"[17,70)",1329
S02000106,Male,"[17,70)",1228
S02000106,Female,"70+",816
S02000106,Male,"70+",755
S02000105,Female,"[0,17)",237
S02000105,Male,"[0,17)",220
S02000105,Female,"[17,70)",847
S02000105,Male,"[17,70)",783
S02000105,Female,"70+",409
S02000105,Male,"70+",378
S02000109,Female,"[0,17)",538
S02000109,Male,"[0,17)",498
S02000109,Female,"[17,70)",1549
S02000109,Male,"[17,70)",1430
S02000109,Female,"70+",436
S02000109,Male,"70+",403
S02000125,Female,"[0,17)",409
S02000125,Male,"[0,17)",378
S02000125,Female,"[17,70)",1576
S02000125,Male,"[17,70)",1456
S02000125,Female,"70+",523
S02000125,Male,"70+",484
S02000124,Female,"[0,17)",433
S02000124,Male,"[0,17)",401
S02000124,Female,"[17,70)",1864
S02000124,Male,"[17,70)",1722
S02000124,Female,"70+",632
S02000124,Male,"70+",584
S02000927,Female,"[0,17)",435
S02000927,Male,"[0,17)",403
S02000927,Female,"[17,70)",1368
S02000927,Male,"[17,70)",1264
S02000927,Female,"70+",256
S02000927,Male,"70+",237
S02000926,Female,"[0,17)",342
S02000926,Male,"[0,17)",316
S02000926,Female,"[17,70)",1073
S02000926,Male,"[17,70)",991
S02000926,Female,"70+",268
S02000926,Male,"70+",249
S02000171,Female,"[0,17)",237
S02000171,Male,"[0,17)",220
S02000171,Female,"[17,70)",975
S02000171,Male,"[17,70)",900
S02000171,Female,"70+",501
S02000171,Male,"70+",464
S02000345,Female,"[0,17)",339
S02000345,Male,"[0,17)",313
S02000345,Female,"[17,70)",1064
S02000345,Male,"[17,70)",983
S02000345,Female,"70+",288
S02000345,Male,"70+",267
S02000357,Female,"[0,17)",475
S02000357,Male,"[0,17)",439
S02000357,Female,"[17,70)",2020
S02000357,Male,"[17,70)",1866
S02000357,Female,"70+",578
S02000357,Male,"70+",535
S02000334,Female,"[0,17)",157
S02000334,Male,"[0,17)",145
S02000334,Female,"[17,70)",900
S02000334,Male,"[17,70)",831
S02000334,Female,"70+",295
S02000334,Male,"70+",274
S02001110,Female,"[0,17)",242
S02001110,Male,"[0,17)",225
S02001110,Female,"[17,70)",1027
S02001110,Male,"[17,70)",948
S02001110,Female,"70+",211
S02001110,Male,"70+",195
S02000621,Female,"[0,17)",455
S02000621,Male,"[0,17)",421
S02000621,Female,"[17,70)",1735
S02000621,Male,"[17,70)",1603
S02000621,Female,"70+",473
S02000621,Male,"70+",437
S02000821,Female,"[0,17)",295
S02000821,Male,"[0,17)",273
S02000821,Female,"[17,70)",1123
S02000821,Male,"[17,70)",1038
S02000821,Female,"70+",476
S02000821,Male,"70+",441
S02000883,Female,"[0,17)",487
S02000883,Male,"[0,17)",450
S02000883,Female,"[17,70)",1375
S02000883,Male,"[17,70)",1271
S02000883,Female,"70+",255
S02000883,Male,"70+",236
S02000881,Female,"[0,17)",216
S02000881,Male,"[0,17)",200
S02000881,Female,"[17,70)",1084
S02000881,Male,"[17,70)",1001
S02000881,Female,"70+",498
S02000881,Male,"70+",460
S02000882,Female,"[0,17)",311
S02000882,Male,"[0,17)",288
S02000882,Female,"[17,70)",1054
S02000882,Male,"[17,70)",973
S02000882,Female,"70+",316
S02000882,Male,"70+",292
S02000603,Female,"[0,17)",282
S02000603,Male,"[0,17)",262
S02000603,Female,"[17,70)",1640
S02000603,Male,"[17,70)",1515
S02000603,Female,"70+",314
S02000603,Male,"70+",290
S02000623,Female,"[0,17)",256
S02000623,Male,"[0,17)",238
S02000623,Female,"[17,70)",1220
S02000623,Male,"[17,70)",1128
S02000623,Female,"70+",436
S02000623,Male,"70+",404
S02000395,Female,"[0,17)",180
S02000395,Male,"[0,17)",168
S02000395,Female,"[17,70)",733
S02000395,Male,"[17,70)",678
S02000395,Female,"70+",352
S02000395,Male,"70+",326
S02000593,Female,"[0,17)",370
S02000593,Male,"[0,17)",343
S02000593,Female,"[17,70)",1664
S02000593,Male,"[17,70)",1536
S02000593,Female,"70+",500
S02000593,Male,"70+",462
S02001078,Female,"[0,17)",425
S02001078,Male,"[0,17)",393
S02001078,Female,"[17,70)",1676
S02001078,Male,"[17,70)",1548
S02001078,Female,"70+",549
S02001078,Male,"70+",508
S02000419,Female,"[0,17)",621
S02000419,Male,"[0,17)",574
S02000419,Female,"[17,70)",1742
S02000419,Male,"[17,70)",1609
S02000419,Female,"70+",208
S02000419,Male,"70+",192
S02000876,Female,"[0,17)",591
S02000876,Male,"[0,17)",546
S02000876,Female,"[17,70)",2275
S02000876,Male,"[17,70)",2101
S02000876,Female,"70+",586
S02000876,Male,"70+",541
S02000967,Female,"[0,17)",298
S02000967,Male,"[0,17)",276
S02000967,Female,"[17,70)",1148
S02000967,Male,"[17,70)",1061
S02000967,Female,"70+",223
S02000967,Male,"70+",206
S02000151,Female,"[0,17)",335
S02000151,Male,"[0,17)",310
S02000151,Female,"[17,70)",1227
S02000151,Male,"[17,70)",1134
S02000151,Female,"70+",479
S02000151,Male,"70+",444
S02001208,Female,"[0,17)",676
S02001208,Male,"[0,17)",624
S02001208,Female,"[17,70)",2062
S02001208,Male,"[17,70)",1904
S02001208,Female,"70+",256
S02001208,Male,"70+",238
S02000390,Female,"[0,17)",397
S02000390,Male,"[0,17)",368
S02000390,Female,"[17,70)",1282
S02000390,Male,"[17,70)",1185
S02000390,Female,"70+",557
S02000390,Male,"70+",515
S02000952,Female,"[0,17)",358
S02000952,Male,"[0,17)",331
S02000952,Female,"[17,70)",1240
S02000952,Male,"[17,70)",1145
S02000952,Female,"70+",425
S02000952,Male,"70+",393
S02000750,Female,"[0,17)",365
S02000750,Male,"[0,17)",338
S02000750,Female,"[17,70)",1266
S02000750,Male,"[17,70)",1170
S02000750,Female,"70+",465
S02000750,Male,"70+",430
S02000738,Female,"[0,17)",436
S02000738,Male,"[0,17)",403
S02000738,Female,"[17,70)",1382
S02000738,Male,"[17,70)",1276
S02000738,Female,"70+",460
S02000738,Male,"70+",426
S02000749,Female,"[0,17)",335
S02000749,Male,"[0,17)",310
S02000749,Female,"[17,70)",1396
S02000749,Male,"[17,70)",1290
S02000749,Female,"70+",637
S02000749,Male,"70+",589
S02001114,Female,"[0,17)",540
S02001114,Male,"[0,17)",500
S02001114,Female,"[17,70)",1926
S02001114,Male,"[17,70)",1778
S02001114,Female,"70+",473
S02001114,Male,"70+",438
S02000325,Female,"[0,17)",522
S02000325,Male,"[0,17)",483
S02000325,Female,"[17,70)",1346
S02000325,Male,"[17,70)",1243
S02000325,Female,"70+",582
S02000325,Male,"70+",538
S02000469,Female,"[0,17)",376
S02000469,Male,"[0,17)",348
S02000469,Female,"[17,70)",1300
S02000469,Male,"[17,70)",1201
S02000469,Female,"70+",422
S02000469,Male,"70+",391
S02000874,Female,"[0,17)",709
S02000874,Male,"[0,17)",655
S02000874,Female,"[17,70)",2377
S02000874,Male,"[17,70)",2196
S02000874,Female,"70+",594
S02000874,Male,"70+",550
S02000175,Female,"[0,17)",250
S02000175,Male,"[0,17)",232
S02000175,Female,"[17,70)",1025
S02000175,Male,"[17,70)",948
S02000175,Female,"70+",397
S02000175,Male,"70+",368
S02000232,Female,"[0,17)",178
S02000232,Male,"[0,17)",166
S02000232,Female,"[17,70)",837
